Device Name,Same Login,login block-for,login quiet-mode access-class,login delay,service tcp-keepalives-in,service tcp-keepalives-out,banner login,transport input ssh,ip ssh version 2,snmp-server community public,no ip http server,spanning tree,spanning-tree bpduguard,no ip bootp server,ntp authenticate,no ip proxy-arp,log buffer,logging host,no logging console,aaa acounting,ntp source loopback,ip accounting access-violations,ntp status,vtp enabled,PVST,Unused ports shutdown,SNMP v3
PSGH_DCEX_SW,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,16384,no,no,no,no,no,no,yes,yes,no,no
